title,author,link,hours,mins,total_mins,total_hours,total_days
Grit,Angela Duckworth,https://www.audible.com/pd/Grit-Audiobook/B01D3AC5BA?qid=1686833397&sr=1-282&ref=a_search_c3_lProduct_15_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,22.0,562.0,9.37,0.39
The Millionaire Next Door,"Thomas J. Stanley Ph.D., William D. Danko Ph.D.",https://www.audible.com/pd/The-Millionaire-Next-Door-Audiobook/B002UZKJSG?qid=1686833397&sr=1-283&ref=a_search_c3_lProduct_15_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,16.0,496.0,8.27,0.34
Make Your Bed,William H. McRaven,https://www.audible.com/pd/Make-Your-Bed-Audiobook/B06XKRF7TD?qid=1686833397&sr=1-284&ref=a_search_c3_lProduct_15_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,1.0,53.0,113.0,1.88,0.08
Band of Brothers,Stephen E. Ambrose,https://www.audible.com/pd/Band-of-Brothers-Audiobook/B007IKV2P2?qid=1686833397&sr=1-285&ref=a_search_c3_lProduct_15_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,37.0,757.0,12.62,0.53
Never Split the Difference,Chris Voss,https://www.audible.com/pd/Never-Split-the-Difference-Audiobook/B01CF5O89G?qid=1686833397&sr=1-286&ref=a_search_c3_lProduct_15_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,7.0,487.0,8.12,0.34
Extreme Ownership,"Jocko Willink, Leif Babin",https://www.audible.com/pd/Extreme-Ownership-Audiobook/B015TVHUA2?qid=1686833397&sr=1-287&ref=a_search_c3_lProduct_15_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,33.0,573.0,9.55,0.4
Think and Grow Rich,Napoleon Hill,https://www.audible.com/pd/Think-and-Grow-Rich-Audiobook/B002V5D950?qid=1686833397&sr=1-288&ref=a_search_c3_lProduct_15_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,35.0,575.0,9.58,0.4
The Nightingale,Kristin Hannah,https://www.audible.com/pd/The-Nightingale-Audiobook/B00NYBQKFQ?qid=1686833397&sr=1-289&ref=a_search_c3_lProduct_15_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,17.0,19.0,1039.0,17.32,0.72
"Boundaries, Updated and Expanded Edition","John Townsend, Henry Cloud",https://www.audible.com/pd/Boundaries-Updated-and-Expanded-Edition-Audiobook/B0728L8T6T?qid=1686833397&sr=1-290&ref=a_search_c3_lProduct_15_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,18.0,678.0,11.3,0.47
Eragon,Christopher Paolini,https://www.audible.com/pd/Eragon-Audiobook/B002UZKL7A?qid=1686833397&sr=1-291&ref=a_search_c3_lProduct_15_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,22.0,982.0,16.37,0.68
Walking with Sam,Andrew McCarthy,https://www.audible.com/pd/Walking-with-Sam-Audiobook/B0BJ14Y5HR?qid=1686833397&sr=1-292&ref=a_search_c3_lProduct_15_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,43.0,403.0,6.72,0.28
Final Battle,David Horowitz,https://www.audible.com/pd/Final-Battle-Audiobook/B0BBSY5RFM?qid=1686833397&sr=1-293&ref=a_search_c3_lProduct_15_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,37.0,337.0,5.62,0.23
Ink Blood Sister Scribe,Emma Törzs,https://www.audible.com/pd/Ink-Blood-Sister-Scribe-Audiobook/B0BJ15PLK7?qid=1686833397&sr=1-294&ref=a_search_c3_lProduct_15_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,53.0,833.0,13.88,0.58
My Murder,Katie Williams,https://www.audible.com/pd/My-Murder-Audiobook/B0BHZZ9DLZ?qid=1686833397&sr=1-295&ref=a_search_c3_lProduct_15_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,52.0,472.0,7.87,0.33
Wiedergeburt: Legend of the Reincarnated Warrior: Volume 5,Brandon Varnell,https://www.audible.com/pd/Wiedergeburt-Legend-of-the-Reincarnated-Warrior-Volume-5-Audiobook/B0C6BQTCM1?qid=1686833397&sr=1-296&ref=a_search_c3_lProduct_15_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,14.0,434.0,7.23,0.3
The Song of Achilles,Madeline Miller,https://www.audible.com/pd/The-Song-of-Achilles-Audiobook/B007EZKMP2?qid=1686833397&sr=1-297&ref=a_search_c3_lProduct_15_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,15.0,675.0,11.25,0.47
The Running Grave,Robert Galbraith,https://www.audible.com/pd/The-Running-Grave-Audiobook/B0C5YLDVBD?qid=1686833397&sr=1-298&ref=a_search_c3_lProduct_15_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,27.0,,,,
One True Loves,Taylor Jenkins Reid,https://www.audible.com/pd/One-True-Loves-Audiobook/B0C7WK74GP?qid=1686833397&sr=1-299&ref=a_search_c3_lProduct_15_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,34.0,514.0,8.57,0.36
The Miracle Morning,Hal Elrod,https://www.audible.com/pd/The-Miracle-Morning-Audiobook/B00CLCNROG?qid=1686833397&sr=1-300&ref=a_search_c3_lProduct_15_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,4.0,57.0,297.0,4.95,0.21
The One That Got Away,JD Kirk,https://www.audible.com/pd/The-One-That-Got-Away-Audiobook/B0C3RWH8XT?qid=1686833405&sr=1-301&ref=a_search_c3_lProduct_16_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,13.0,733.0,12.22,0.51
Dead Law,Robin James,https://www.audible.com/pd/Dead-Law-Audiobook/B0C66LGDH6?qid=1686833405&sr=1-302&ref=a_search_c3_lProduct_16_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,11.0,491.0,8.18,0.34
Cassandra in Reverse,Holly Smale,https://www.audible.com/pd/Cassandra-in-Reverse-Audiobook/B0BKH9XC48?qid=1686833405&sr=1-303&ref=a_search_c3_lProduct_16_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,15.0,795.0,13.25,0.55
"The False Hero, Volume 7",Michael Plymel,https://www.audible.com/pd/The-False-Hero-Volume-7-Audiobook/B0C7WK5V5S?qid=1686833405&sr=1-304&ref=a_search_c3_lProduct_16_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,20.0,680.0,11.33,0.47
The Intelligent Investor Rev Ed.,Benjamin Graham,https://www.audible.com/pd/The-Intelligent-Investor-Rev-Ed-Audiobook/B00V95QQXA?qid=1686833405&sr=1-305&ref=a_search_c3_lProduct_16_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,17.0,48.0,1068.0,17.8,0.74
Corrode,Sarah Bailey,https://www.audible.com/pd/Corrode-Audiobook/B0BZ16XC5X?qid=1686833405&sr=1-306&ref=a_search_c3_lProduct_16_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,50.0,650.0,10.83,0.45
A Hypnotist’s Journey from the Trail to the Star People,Sarah Breskman Cosme,https://www.audible.com/pd/A-Hypnotists-Journey-from-the-Trail-to-the-Star-People-Audiobook/B0C384D823?qid=1686833405&sr=1-307&ref=a_search_c3_lProduct_16_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,32.0,512.0,8.53,0.36
Golden Hills,Jennifer Weiner,https://www.audible.com/pd/Golden-Hills-Audiobook/B0C3WQC8NY?qid=1686833405&sr=1-308&ref=a_search_c3_lProduct_16_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,1.0,33.0,93.0,1.55,0.06
Murder on the Night Train to Paris,L.B. Hathaway,https://www.audible.com/pd/Murder-on-the-Night-Train-to-Paris-Audiobook/B0C31TDRYZ?qid=1686833405&sr=1-309&ref=a_search_c3_lProduct_16_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,41.0,641.0,10.68,0.44
All the Lies,S.T. Abby,https://www.audible.com/pd/All-the-Lies-Audiobook/B0C6V4F3YF?qid=1686833405&sr=1-310&ref=a_search_c3_lProduct_16_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,56.0,236.0,3.93,0.16
The Scottish Ladies' Detective Agency,Lydia Travers,https://www.audible.com/pd/The-Scottish-Ladies-Detective-Agency-Audiobook/B0C1KRPVLM?qid=1686833405&sr=1-311&ref=a_search_c3_lProduct_16_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,37.0,577.0,9.62,0.4
Heal Thyself for Health and Longevity,Queen Afua,https://www.audible.com/pd/Heal-Thyself-for-Health-and-Longevity-Audiobook/B0C3J78KQH?qid=1686833405&sr=1-312&ref=a_search_c3_lProduct_16_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,17.0,497.0,8.28,0.34
Glamoured,Jaymin Eve,https://www.audible.com/pd/Glamoured-Audiobook/B0C4FS4PM7?qid=1686833405&sr=1-313&ref=a_search_c3_lProduct_16_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,48.0,588.0,9.8,0.41
The Fae Princes,Nikki St. Crowe,https://www.audible.com/pd/The-Fae-Princes-Audiobook/B0C6MZXC6X?qid=1686833405&sr=1-314&ref=a_search_c3_lProduct_16_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,21.0,321.0,5.35,0.22
Ryan Renewed,Sadie Kincaid,https://www.audible.com/pd/Ryan-Renewed-Audiobook/B0C2RKW5DG?qid=1686833405&sr=1-315&ref=a_search_c3_lProduct_16_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,19.0,559.0,9.32,0.39
Wyn,Lily Mayne,https://www.audible.com/pd/Wyn-Audiobook/B0C2QTLVGG?qid=1686833405&sr=1-316&ref=a_search_c3_lProduct_16_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,35.0,455.0,7.58,0.32
Dirty Crazy Bad,Siobhan Davis,https://www.audible.com/pd/Dirty-Crazy-Bad-Audiobook/B0C44NXJQY?qid=1686833405&sr=1-317&ref=a_search_c3_lProduct_16_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,25.0,925.0,15.42,0.64
Do You Believe?,Paul David Tripp,https://www.audible.com/pd/Do-You-Believe-Audiobook/B0C3MVN8VG?qid=1686833405&sr=1-318&ref=a_search_c3_lProduct_16_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,20.0,1.0,1201.0,20.02,0.83
Decades of Decadence,Marco Rubio,https://www.audible.com/pd/Decades-of-Decadence-Audiobook/B0BKN8959Z?qid=1686833405&sr=1-319&ref=a_search_c3_lProduct_16_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,11.0,491.0,8.18,0.34
Hunting the Hart,Jon R. Osborne,https://www.audible.com/pd/Hunting-the-Hart-Audiobook/B0C24XX31G?qid=1686833405&sr=1-320&ref=a_search_c3_lProduct_16_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=JY7MMHC4J2425EVN8JZM&pageLoadId=wCTBBlnaNroCbc8j&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,18.0,738.0,12.3,0.51
The Wisdom of the Bullfrog,Admiral William H. McRaven,https://www.audible.com/pd/The-Wisdom-of-the-Bullfrog-Audiobook/B0BCCHW8Z9?qid=1686833411&sr=1-321&ref=a_search_c3_lProduct_17_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,44.0,224.0,3.73,0.16
The 6 Types of Working Genius,Patrick M. Lencioni,https://www.audible.com/pd/The-6-Types-of-Working-Genius-Audiobook/B0B75NWHRN?qid=1686833411&sr=1-322&ref=a_search_c3_lProduct_17_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,4.0,11.0,251.0,4.18,0.17
Bad Summer People,Emma Rosenblum,https://www.audible.com/pd/Bad-Summer-People-Audiobook/B0BFG63YTT?qid=1686833411&sr=1-323&ref=a_search_c3_lProduct_17_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,48.0,588.0,9.8,0.41
Cross Down,"James Patterson, Brendan DuBois",https://www.audible.com/pd/Cross-Down-Audiobook/B0BHF4HTKL?qid=1686833411&sr=1-324&ref=a_search_c3_lProduct_17_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,46.0,586.0,9.77,0.41
Wool,Hugh Howey,https://www.audible.com/pd/Wool-Audiobook/B0BKR3Y6SP?qid=1686833411&sr=1-325&ref=a_search_c3_lProduct_17_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,,,,
The Risk,S.T. Abby,https://www.audible.com/pd/The-Risk-Audiobook/B0C1HMHGYV?qid=1686833411&sr=1-326&ref=a_search_c3_lProduct_17_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,28.0,208.0,3.47,0.14
Runaway Love,Melanie Harlow,https://www.audible.com/pd/Runaway-Love-Audiobook/B0C415GJXT?qid=1686833411&sr=1-327&ref=a_search_c3_lProduct_17_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,56.0,536.0,8.93,0.37
Murder at the Beauty Pageant,Helena Dixon,https://www.audible.com/pd/Murder-at-the-Beauty-Pageant-Audiobook/B0C34G857B?qid=1686833411&sr=1-328&ref=a_search_c3_lProduct_17_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,16.0,436.0,7.27,0.3
Challenge of the Court,Heather G. Harris,https://www.audible.com/pd/Challenge-of-the-Court-Audiobook/B0C66L9XSR?qid=1686833411&sr=1-329&ref=a_search_c3_lProduct_17_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,34.0,394.0,6.57,0.27
The Whole-Brain Child,"Daniel J. Siegel, Tina Payne Bryson",https://www.audible.com/pd/The-Whole-Brain-Child-Audiobook/B0B94L8SKH?qid=1686833411&sr=1-330&ref=a_search_c3_lProduct_17_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,14.0,374.0,6.23,0.26
Death Comes to Marlow,Robert Thorogood,https://www.audible.com/pd/Death-Comes-to-Marlow-Audiobook/B0BZ9HZY5V?qid=1686833411&sr=1-331&ref=a_search_c3_lProduct_17_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,28.0,568.0,9.47,0.39
Am I Being Too Subtle?,Sam Zell,https://www.audible.com/pd/Am-I-Being-Too-Subtle-Audiobook/B072P5VYK8?qid=1686833411&sr=1-332&ref=a_search_c3_lProduct_17_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,57.0,537.0,8.95,0.37
Legacy,James Kerr,https://www.audible.com/pd/Legacy-Audiobook/B00FK6FPPY?qid=1686833411&sr=1-333&ref=a_search_c3_lProduct_17_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,33.0,333.0,5.55,0.23
The Art of Happiness,"His Holiness the Dalai Lama, Howard C. Cutler MD",https://www.audible.com/pd/The-Art-of-Happiness-Audiobook/B002V0TGXY?qid=1686833411&sr=1-334&ref=a_search_c3_lProduct_17_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,18.0,198.0,3.3,0.14
Scaling Up,Verne Harnish,https://www.audible.com/pd/Scaling-Up-Audiobook/B00PKHUL2U?qid=1686833411&sr=1-335&ref=a_search_c3_lProduct_17_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,49.0,529.0,8.82,0.37
The Master and Margarita,Mikhail Bulgakov,https://www.audible.com/pd/The-Master-and-Margarita-Audiobook/B002V02KPU?qid=1686833411&sr=1-336&ref=a_search_c3_lProduct_17_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,52.0,1012.0,16.87,0.7
The Curious Incident of the Dog in the Night-Time,Mark Haddon,https://www.audible.com/pd/The-Curious-Incident-of-the-Dog-in-the-Night-Time-Audiobook/B002V8H5PW?qid=1686833411&sr=1-337&ref=a_search_c3_lProduct_17_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,2.0,362.0,6.03,0.25
The 15 Commitments of Conscious Leadership,"Jim Dethmer, Diana Chapman, Kaley Klemp",https://www.audible.com/pd/The-15-Commitments-of-Conscious-Leadership-Audiobook/B00SKV11H2?qid=1686833411&sr=1-338&ref=a_search_c3_lProduct_17_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,53.0,473.0,7.88,0.33
The Unwelcomed Child,V. C. Andrews,https://www.audible.com/pd/The-Unwelcomed-Child-Audiobook/B00LZGQN9A?qid=1686833411&sr=1-339&ref=a_search_c3_lProduct_17_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,17.0,557.0,9.28,0.39
Jesus Calling (Updated and Expanded),Sarah Young,https://www.audible.com/pd/Jesus-Calling-Updated-and-Expanded-Audiobook/B01LZ5KMRT?qid=1686833411&sr=1-340&ref=a_search_c3_lProduct_17_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=2H97TJH6866QZR4PBDN7&pageLoadId=uzcaWVkPpAkGvtuK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,50.0,830.0,13.83,0.58
The Red Tent,Anita Diamant,https://www.audible.com/pd/The-Red-Tent-Audiobook/B002V1CNZ6?qid=1686833422&sr=1-341&ref=a_search_c3_lProduct_18_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,50.0,710.0,11.83,0.49
