num,image,title,price,make_year,engine_cc,availability,transmission,exterior,fuel,drive,details_link,reserve_link
MTH2362,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_1c71f0dc99bd8113a373f7416f74fdd1_30112022122349.JPG,Subaru Impreza G4,"KSh 1,850,000",2015,2000 CC,In Stock,Auto,Blue,Petrol,4 WD,https://www.motorhub.co.ke/detail/subaru-impreza-792,https://www.motorhub.co.ke/reserve/subaru-impreza-792
MTH2360,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_db48c03fd02879e9d132b50583b37072_30112022120838.JPG,Toyota Hilux Single Cab High Rider,"KSh 2,800,000",2015,2500 CC,In Stock,Manual,Silver,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-hilux-790,https://www.motorhub.co.ke/reserve/toyota-hilux-790
MTH2359,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_c6de0bc2f01eb8482e4252e46d69b992_30112022120402.JPG,Toyota Hilux Single Cab High Rider,"KSh 2,800,000",2015,2500 CC,In Stock,Manual,Silver,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-hilux-789,https://www.motorhub.co.ke/reserve/toyota-hilux-789
MTH2358,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_550f1399d0d4c876b572f501418c9b87_30112022114046.JPG,Toyota Harrier ,"KSh 2,850,000",2014,2000 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-harrier-788,https://www.motorhub.co.ke/reserve/toyota-harrier-788
MTH2356,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_61565c4fae2cff9629e93ef5a433425c_30112022112001.JPG,Toyota Vitz ,"KSh 1,320,000",2015,1300 CC,In Stock,Auto,Maroon,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-vitz-786,https://www.motorhub.co.ke/reserve/toyota-vitz-786
MTH2352,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_2280a975aa90eb7c3e116f2ff608f6c0_30112022105540.JPG,Nissan Juke ,"KSh 1,700,000",2015,1500 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/nissan-juke-782,https://www.motorhub.co.ke/reserve/nissan-juke-782
MTH2351,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_1216a594a267f9930af7c64b8ba7b70e_30112022103332.JPG,Toyota Probox ,"KSh 1,130,000",2015,1500 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-probox-781,https://www.motorhub.co.ke/reserve/toyota-probox-781
MTH2349,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_433a017289a65dd854fd26ee32bd55cb_30112022094455.JPG,Subaru Forester ,"KSh 2,850,000",2015,2000 CC,In Stock,Auto,White,Petrol,4 WD,https://www.motorhub.co.ke/detail/subaru-forester-779,https://www.motorhub.co.ke/reserve/subaru-forester-779
MTH2348,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_57c078d5cbd9dd83effd27d8d512289b_30112022094249.JPG,Mercedes-Benz C-Class C200 Kompressor,"KSh 1,650,000",2009,1800 CC,In Stock,Auto,Silver,Petrol,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-c-class-778,https://www.motorhub.co.ke/reserve/mercedes-benz-c-class-778
MTH2347,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_e4655148e50e413fb89c6cc652d987e8_30112022094039.JPG,Subaru Legacy B4,"KSh 2,680,000",2015,2500 CC,In Stock,Auto,Blue,Petrol,4 WD,https://www.motorhub.co.ke/detail/subaru-legacy-777,https://www.motorhub.co.ke/reserve/subaru-legacy-777
MTH2346,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_82779323b9ac731ee908d05ef7ab76c3_30112022093246.JPG,Toyota Land Cruiser Prado TX,Request Price Below,2015,2700 CC,In Stock,Auto,Bronze,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-776,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-776
MTH2345,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_8b06f006727b31fa8fcfce41a8f96bb1_30112022092410.JPG,Mercedes-Benz E-Class E250,"KSh 4,300,000",2014,2000 CC,In Stock,Auto,Pearl,Petrol,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-e-class-775,https://www.motorhub.co.ke/reserve/mercedes-benz-e-class-775
MTH2344,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_8790f45600b3e5cc3845188e24897f73_30112022091141.JPG,Toyota Allion A15,"KSh 1,980,000",2016,1500 CC,In Stock,Auto,Silver,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-allion-774,https://www.motorhub.co.ke/reserve/toyota-allion-774
MTH2342,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_b348c9b0e4601d74dcb2a8527e84ea85_28112022043145.JPG,Toyota Land Cruiser Prado TZ.G,"KSh 7,200,000",2015,2800 CC,In Stock,Auto,White,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-772,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-772
MTH2340,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_2182977ff76217acd8d8232c9afd2efc_28112022042214.JPG,Toyota Land Cruiser Prado TZ.G,"KSh 6,900,000",2015,2800 CC,In Stock,Auto,White,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-770,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-770
MTH2337,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_f51fdf4be41d4fa02d1fe616a78d8ab6_23112022024409.JPG,Mercedes-Benz M-Class ML350,"KSh 6,300,000",2015,3000 CC,In Stock,Auto,Black,Diesel,4 WD,https://www.motorhub.co.ke/detail/mercedes-benz-m-class-767,https://www.motorhub.co.ke/reserve/mercedes-benz-m-class-767
MTH2336,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_b65266b5b2f30dc9cd6552c0709e18ec_23112022012921.JPG,Mercedes-Benz G-Class G63,"KSh 14,500,000",2013,5500 CC,In Stock,Auto,Grey,Petrol,4 WD,https://www.motorhub.co.ke/detail/mercedes-benz-g-class-766,https://www.motorhub.co.ke/reserve/mercedes-benz-g-class-766
MTH2333,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_ffa55a1f5faa20df2d1bb0d38fd7ff11_23112022114550.JPG,Daihatsu Mira ,"KSh 760,000",2015,660 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/daihatsu-mira-763,https://www.motorhub.co.ke/reserve/daihatsu-mira-763
MTH2332,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_85773bbb014871809318aa729d7dbfda_22112022052113.JPG,Mercedes-Benz G-Class GLC250,"KSh 6,100,000",2016,2000 CC,In Stock,Auto,Pearl,Petrol,4 WD,https://www.motorhub.co.ke/detail/mercedes-benz-g-class-762,https://www.motorhub.co.ke/reserve/mercedes-benz-g-class-762
MTH2331,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_846a9aaeb522cd01ca9acfd6e21e7ed4_22112022023822.JPG,Audi SQ5 V6 Turbochaged,"KSh 5,300,000",2015,3000 CC,In Stock,Auto,White,Petrol,4 WD,https://www.motorhub.co.ke/detail/audi-sq5-761,https://www.motorhub.co.ke/reserve/audi-sq5-761
MTH2330,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_f8fb5265ab9d577cce85c78f5d392864_22112022023220.JPG,Volkswagen Golf R MK7,"KSh 4,200,000",2015,2000 CC,In Stock,Auto,Blue,Petrol,4 WD,https://www.motorhub.co.ke/detail/volkswagen-golf-760,https://www.motorhub.co.ke/reserve/volkswagen-golf-760
MTH2329,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_8a70bb2b1e1b738a2220e1030638d8f7_22112022114945.JPG,Mitsubishi Pajero DI-D SUPER EXCEED,"KSh 4,800,000",2015,3200 CC,In Stock,Auto,White,Diesel,4 WD,https://www.motorhub.co.ke/detail/mitsubishi-pajero-759,https://www.motorhub.co.ke/reserve/mitsubishi-pajero-759
MTH2326,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_cf3e560863a085457e864ae90b5a567f_21112022024357.JPG,Honda Vezel ,"KSh 2,650,000",2015,1500 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/honda-vezel-756,https://www.motorhub.co.ke/reserve/honda-vezel-756
MTH2325,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_a6c8bd578726476f1e28abc1b2e55be4_21112022023709.JPG,Mazda CX-5 AWD,"KSh 2,750,000",2015,2500 CC,In Stock,Auto,White,Petrol,4 WD,https://www.motorhub.co.ke/detail/mazda-cx-5-755,https://www.motorhub.co.ke/reserve/mazda-cx-5-755
MTH2324,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_616f51b2204602eaf0d600b785a582be_21112022023326.JPG,Lexus NX200T F-Sport,"KSh 4,700,000",2015,2000 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/lexus-nx200t-754,https://www.motorhub.co.ke/reserve/lexus-nx200t-754
MTH2321,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_5a8701174df45e461103480aa2ff7fec_21112022022122.JPG,Subaru Impreza ,"KSh 1,750,000",2015,1600 CC,In Stock,Auto,White,Petrol,4 WD,https://www.motorhub.co.ke/detail/subaru-impreza-751,https://www.motorhub.co.ke/reserve/subaru-impreza-751
MTH2317,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_c16715db296d6946b604916b306336ba_09112022092229.JPG,Mercedes-Benz Sprinter 314 CDI,"KSh 5,500,000",2016,2143 CC,In Stock,Auto,White,Diesel,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-sprinter-747,https://www.motorhub.co.ke/reserve/mercedes-benz-sprinter-747
MTH2316,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_c4fa7a2df986316e11cae47fbae0fae0_08112022112942.JPG,Mercedes-Benz S-Class S400 Hybrid,"KSh 6,900,000",2015,3500 CC,In Stock,Auto,Blue,Petrol,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-s-class-746,https://www.motorhub.co.ke/reserve/mercedes-benz-s-class-746
MTH2315,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_2c30279c057766fa5d99289bea9b7a40_05112022010158.JPG,Toyota RAV4 New Shape,"KSh 5,800,000",2019,2000 CC,In Stock,Auto,White,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-rav4-745,https://www.motorhub.co.ke/reserve/toyota-rav4-745
MTH2308,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_45c51431743f952b55c07f1072e3e320_24102022023700.JPG,Nissan Note Pure Drive,"KSh 1,100,000",2015,1200 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/nissan-note-738,https://www.motorhub.co.ke/reserve/nissan-note-738
MTH2302,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_9c97d54297f014b42d74c34f63132841_05102022103515.JPG,Toyota Harrier ,"KSh 3,800,000",2015,2000 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-harrier-732,https://www.motorhub.co.ke/reserve/toyota-harrier-732
MTH2294,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_8e2d7099a73296bc60a87e97b0c9a961_04102022124756.jpg,Toyota IST ,"KSh 1,300,000",2015,1500 CC,Shipping,Auto,Blue,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-ist-724,https://www.motorhub.co.ke/reserve/toyota-ist-724
MTH2293,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_a5f702ee78dd29e1f4a8ea83d897139f_04102022122634.jpg,Toyota Land Cruiser Prado TX-L,"KSh 6,300,000",2016,2800 CC,Shipping,Auto,Pearl,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-723,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-723
MTH2292,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_518c086d7252339aae8f80dc06724ed1_04102022121309.jpg,Toyota Land Cruiser Prado TX.L,"KSh 6,300,000",2016,2800 CC,Shipping,Auto,Bronze,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-722,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-722
MTH2288,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_4a596ae61b1c32adf80f71c9baa2d188_04102022110601.jpg,Mazda CX-5 ,"KSh 2,850,000",2015,2000 CC,Shipping,Auto,Dark Grey,Petrol,2 WD,https://www.motorhub.co.ke/detail/mazda-cx-5-718,https://www.motorhub.co.ke/reserve/mazda-cx-5-718
MTH2286,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_18c44f16e73c9f109394b9448293dedf_04102022104449.jpg,Toyota Harrier ,"KSh 3,650,000",2016,2000 CC,Shipping,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-harrier-716,https://www.motorhub.co.ke/reserve/toyota-harrier-716
MTH2285,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_5442e4fb5e27b884eb79bc9604b3b2b7_04102022102834.jpg,Mazda CX-5 ,"KSh 2,850,000",2015,2000 CC,Shipping,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/mazda-cx-5-715,https://www.motorhub.co.ke/reserve/mazda-cx-5-715
MTH2284,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_d11f91b9bdf06c067b075bcbbabcaa90_04102022102101.JPG,Toyota Harrier ,"KSh 3,650,000",2016,2000 CC,Shipping,Auto,Pearl,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-harrier-714,https://www.motorhub.co.ke/reserve/toyota-harrier-714
MTH2282,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_8df1a829a7ca1faec32ff79533bfd2c7_04102022095824.jpg,Volkswagen Tiguan ,"KSh 2,900,000",2016,2000 CC,Shipping,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/volkswagen-tiguan-712,https://www.motorhub.co.ke/reserve/volkswagen-tiguan-712
MTH2281,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_5d5498e714cbbf445cdafd964dca5abf_04102022095041.jpg,Subaru Outback ,"KSh 3,100,000",2015,2500 CC,Shipping,Auto,Bronze,Petrol,4 WD,https://www.motorhub.co.ke/detail/subaru-outback-711,https://www.motorhub.co.ke/reserve/subaru-outback-711
MTH2280,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_40078dbf8f0c22691990ab86c0676940_04102022094304.jpg,Subaru Outback ,"KSh 3,300,000",2015,2500 CC,Shipping,Auto,White,Petrol,4 WD,https://www.motorhub.co.ke/detail/subaru-outback-710,https://www.motorhub.co.ke/reserve/subaru-outback-710
MTH2278,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_1987d2b64dcddbe71f1720fe358df20d_04102022093053.jpg,Toyota RAV4 ,"KSh 3,000,000",2016,2400 CC,Shipping,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-rav4-708,https://www.motorhub.co.ke/reserve/toyota-rav4-708
MTH2277,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_1f6c540218892fa59cbcb6aa1a35efe8_04102022092028.jpg,Mitsubishi RVR ,Sold,2015,1800 CC,Shipping,Auto,Silver,Petrol,4 WD,https://www.motorhub.co.ke/detail/mitsubishi-rvr-707,https://www.motorhub.co.ke/reserve/mitsubishi-rvr-707
MTH2276,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_dc4060bc3a38b6d889eebf4c88449234_29092022121830.JPG,Toyota Premio ,"KSh 2,350,000",2015,1800 CC,In Stock,Auto,Bluish Green,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-premio-706,https://www.motorhub.co.ke/reserve/toyota-premio-706
MTH2269,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_2549e684d77b2067e4426d7543a31b47_28092022111810.JPG,Lexus RX350 ,"KSh 4,600,000",2015,3500 CC,In Stock,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/lexus-rx350-699,https://www.motorhub.co.ke/reserve/lexus-rx350-699
MTH2260,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_805a8610c84cdde55778ecace9d7f0e2_26092022092744.JPG,Toyota Hilux Single Cab,"KSh 2,450,000",2014,2500 CC,In Stock,Manual,Greyish Gold,Diesel,2 WD,https://www.motorhub.co.ke/detail/toyota-hilux-690,https://www.motorhub.co.ke/reserve/toyota-hilux-690
MTH2257,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_9d3207e30122e973b1d1d3e2a488b841_24092022012841.JPG,Mazda Bongo Van,"KSh 1,380,000",2015,1800 CC,In Stock,Auto,Grey,Petrol,2 WD,https://www.motorhub.co.ke/detail/mazda-bongo-687,https://www.motorhub.co.ke/reserve/mazda-bongo-687
MTH2256,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_c8d8d1a38042ae4b307875d21f310190_24092022011515.JPG,Toyota Premio ,"KSh 2,350,000",2015,1500 CC,In Stock,Auto,Maroon,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-premio-686,https://www.motorhub.co.ke/reserve/toyota-premio-686
MTH2251,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_8fa89ee5dbda3c9bd76f4befa34eb4ff_24092022124529.JPG,Mercedes-Benz E-Class E250,"KSh 3,850,000",2014,2000 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-e-class-681,https://www.motorhub.co.ke/reserve/mercedes-benz-e-class-681
MTH2247,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_3eb80b17bf16b26815e582b7db2309cd_24092022115315.jpg,Toyota Land Cruiser Prado TX,"KSh 7,800,000",2018,2700 CC,Shipping,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-677,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-677
MTH2246,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_2dc93501c8f62312d1af45e2edf2f1c7_24092022114912.jpg,Toyota Land Cruiser Prado TX,"KSh 6,400,000",2017,2800 CC,Shipping,Auto,Bronze,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-676,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-676
MTH2245,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_75a81c561b6bab96ec9eeaa5feab013a_24092022114522.jpg,Volkswagen Tiguan ,"KSh 4,600,000",2017,1400 CC,Shipping,Auto,Greyish Gold,Petrol,4 WD,https://www.motorhub.co.ke/detail/volkswagen-tiguan-675,https://www.motorhub.co.ke/reserve/volkswagen-tiguan-675
MTH2242,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_1b5bbeec777518dc685314560e9fc4a6_22092022030650.JPG,Toyota Hilux Double Cab,"KSh 3,680,000",2014,3000 CC,In Stock,Auto,Black,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-hilux-672,https://www.motorhub.co.ke/reserve/toyota-hilux-672
MTH2241,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_7531a018826ad6473a142a394545e180_21092022024544.JPG,Mercedes-Benz C-Class C250,"KSh 4,300,000",2014,2000 CC,In Stock,Auto,Silver,Petrol,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-c-class-671,https://www.motorhub.co.ke/reserve/mercedes-benz-c-class-671
MTH2238,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_60ee8ca4bcdb243b993e9499f7f380e1_15092022044246.JPG,Volkswagen Touareg TDI SUV,"KSh 900,000",2004,2500 CC,In Stock,Auto,Black,Diesel,4 WD,https://www.motorhub.co.ke/detail/volkswagen-touareg-tdi-668,https://www.motorhub.co.ke/reserve/volkswagen-touareg-tdi-668
MTH2224,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_707d876dba3c5e9560abc6358acee1c0_07092022033251.JPG,Toyota Alphard ,"KSh 1,480,000",2011,2400 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-alphard-654,https://www.motorhub.co.ke/reserve/toyota-alphard-654
MTH2222,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_2700aa6c4bfebe353cfb700ec6e0e08f_06092022093717.JPG,Isuzu CYH ,"KSh 6,300,000",2015,14256 CC,In Stock,Auto,White,Diesel,2 WD,https://www.motorhub.co.ke/detail/isuzu-cyh-652,https://www.motorhub.co.ke/reserve/isuzu-cyh-652
MTH2221,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_43d495d01faae29aef3f8cbecf528b5c_01092022040439.JPG,Toyota Land Cruiser Prado TX,"KSh 7,100,000",2018,2700 CC,In Stock,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-651,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-651
MTH2209,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_003f85987aaa72f3af2d650747696d01_31082022013632.JPG,Mercedes-Benz C-Class C200,"KSh 3,800,000",2015,2000 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-c-class-634,https://www.motorhub.co.ke/reserve/mercedes-benz-c-class-634
MTH2208,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_0a43acbe38a08077aaee65036eac4f13_30082022124643.JPG,Peugeot 208 ,"KSh 1,150,000",2015,1200 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/peugeot-208-633,https://www.motorhub.co.ke/reserve/peugeot-208-633
MTH2207,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_7cdc498e13d815c5181498c4e1535582_30082022121131.JPG,Mercedes-Benz S-Class S550,"KSh 8,800,000",2014,4600 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-s-class-632,https://www.motorhub.co.ke/reserve/mercedes-benz-s-class-632
MTH2206,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_b99a4348311ef48f4ed2db525ab2eb02_30082022115654.JPG,Toyota Probox ,"KSh 1,150,000",2016,1500 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-probox-631,https://www.motorhub.co.ke/reserve/toyota-probox-631
MTH2199,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_d95b728f28fe757022c143695e99cc9d_24082022105757.JPG,Toyota Passo ,"KSh 980,000",2015,1000 CC,In Stock,Auto,Maroon,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-passo-624,https://www.motorhub.co.ke/reserve/toyota-passo-624
MTH2194,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_2ec2ddbebd1638b5c7b0394001fbb33d_23082022111152.JPG,Hino Riesse Bus ,"KSh 5,000,000",2012,4000 CC,In Stock,Auto,Silver,Diesel,2 WD,https://www.motorhub.co.ke/detail/hino-riesse-bus-619,https://www.motorhub.co.ke/reserve/hino-riesse-bus-619
MTH2193,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_cb719afc41907275c203f5dd89a463f2_23082022103310.JPG,Toyota Probox ,"KSh 1,150,000",2015,1300 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-probox-618,https://www.motorhub.co.ke/reserve/toyota-probox-618
MTH2192,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_9706c4dbbace5ee2700b550f3b6aff2d_23082022102344.JPG,Toyota Probox ,"KSh 1,150,000",2015,1300 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-probox-617,https://www.motorhub.co.ke/reserve/toyota-probox-617
MTH2191,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_a53f4b4d31674bcee96f77669eb4facc_23082022100443.JPG,Toyota Probox ,"KSh 1,120,000",2015,1300 CC,In Stock,Auto,Silver,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-probox-616,https://www.motorhub.co.ke/reserve/toyota-probox-616
MTH2188,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_f7c18843442762031a7df08bfae17721_23082022091205.jpg,Nissan Juke ,"KSh 1,700,000",2015,1500 CC,Shipping,Auto,Purple,Petrol,2 WD,https://www.motorhub.co.ke/detail/nissan-juke-613,https://www.motorhub.co.ke/reserve/nissan-juke-613
MTH2183,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_2eb794315da20977e94243aa648c8de2_18082022062732.jpg,Toyota Harrier ,"KSh 3,950,000",2017,2000 CC,Shipping,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-harrier-608,https://www.motorhub.co.ke/reserve/toyota-harrier-608
MTH2182,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_d47e15ab1721f3406e01f2281883874b_18082022061537.jpg,Toyota Harrier ,"KSh 3,750,000",2016,2000 CC,Shipping,Auto,Silver,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-harrier-607,https://www.motorhub.co.ke/reserve/toyota-harrier-607
MTH2181,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_1b8c8319b17ceeb29473df52ef12581f_18082022060903.jpg,Mazda Demio ,"KSh 1,300,000",2015,1300 CC,Shipping,Auto,Purple,Petrol,2 WD,https://www.motorhub.co.ke/detail/mazda-demio-606,https://www.motorhub.co.ke/reserve/mazda-demio-606
MTH2180,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_f18e6d0bdb95dd44385a980178bf40ca_19082022111750.jpg,Toyota Land Cruiser Prado TX,"KSh 6,300,000",2016,2800 CC,Shipping,Auto,Brown,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-605,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-605
MTH2179,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_c564bf99a7246997f2c7c16160fc624d_18082022055633.jpg,Toyota Land Cruiser Prado TZ-G,"KSh 7,100,000",2015,2800 CC,Shipping,Auto,Pearl,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-604,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-604
MTH2178,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_d6dfafb02d67b9951961f5608b5d61db_18082022054705.JPG,Toyota Auris Turbo ,"KSh 1,680,000",2015,1200 CC,Shipping,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-auris-turbo-603,https://www.motorhub.co.ke/reserve/toyota-auris-turbo-603
MTH2177,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_e04e9278adc1557d405fafe75734f661_18082022053707.jpg,Toyota Land Cruiser Prado TZ-G,"KSh 7,100,000",2015,2800 CC,Shipping,Auto,White,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-602,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-602
MTH2174,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_b749c5b03da31ae5c8679783191426ab_18082022050950.jpg,Mazda CX-5 ,"KSh 2,780,000",2016,2000 CC,Shipping,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/mazda-cx-5-599,https://www.motorhub.co.ke/reserve/mazda-cx-5-599
MTH2173,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_cb292af98106a5c3ac2df5e3e5c90361_18082022050329.jpg,Subaru Forester ,"KSh 2,980,000",2016,2000 CC,Shipping,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/subaru-forester-598,https://www.motorhub.co.ke/reserve/subaru-forester-598
